"","year","state","gender","statistic","gross_income_euros"
"2905",2013,"País Vasco","both","lower_quartile",15951.23
"2906",2012,"País Vasco","both","lower_quartile",16379.11
"2907",2011,"País Vasco","both","lower_quartile",16552
"2908",2010,"País Vasco","both","lower_quartile",16544.33
"2909",2009,"País Vasco","both","lower_quartile",16400.34
"2910",2008,"País Vasco","both","lower_quartile",15984.69
"2911",2017,"País Vasco","both","median",25584
"2912",2016,"País Vasco","both","median",24939
"2913",2015,"País Vasco","both","median",25171.7
"2914",2014,"País Vasco","both","median",25600.93
"2915",2013,"País Vasco","both","median",23728.74
"2916",2012,"País Vasco","both","median",23974.14
"2917",2011,"País Vasco","both","median",24197.46
"2918",2010,"País Vasco","both","median",23799.14
"2919",2009,"País Vasco","both","median",23855.99
"2920",2008,"País Vasco","both","median",23143.68
"2921",2017,"País Vasco","both","upper_quartile",36944
"2922",2016,"País Vasco","both","upper_quartile",36137.22
"2923",2015,"País Vasco","both","upper_quartile",35972.97
"2924",2014,"País Vasco","both","upper_quartile",36831.9
"2925",2013,"País Vasco","both","upper_quartile",35099.3
"2926",2012,"País Vasco","both","upper_quartile",34568.08
"2927",2011,"País Vasco","both","upper_quartile",34694
"2928",2010,"País Vasco","both","upper_quartile",34350.63
"2929",2009,"País Vasco","both","upper_quartile",34052.95
"2930",2008,"País Vasco","both","upper_quartile",32833.2
"2931",2017,"País Vasco","both","90th_percentile",46946
"2932",2016,"País Vasco","both","90th_percentile",46823
"2933",2015,"País Vasco","both","90th_percentile",45838.61
"2934",2014,"País Vasco","both","90th_percentile",47126.71
"2935",2013,"País Vasco","both","90th_percentile",45945
"2936",2012,"País Vasco","both","90th_percentile",44429.25
"2937",2011,"País Vasco","both","90th_percentile",42912.74
"2938",2010,"País Vasco","both","90th_percentile",45612.02
"2939",2009,"País Vasco","both","90th_percentile",43083.24
"2940",2008,"País Vasco","both","90th_percentile",42336.35
"2941",2017,"País Vasco","female","mean",24165.97
"2942",2016,"País Vasco","female","mean",23428.18
"2943",2015,"País Vasco","female","mean",23537.06
"2944",2014,"País Vasco","female","mean",23781.55
"2945",2013,"País Vasco","female","mean",22687.39
"2946",2012,"País Vasco","female","mean",22313.41
"2947",2011,"País Vasco","female","mean",22449.59
"2948",2010,"País Vasco","female","mean",22706.1
"2949",2009,"País Vasco","female","mean",22502.47
"2950",2008,"País Vasco","female","mean",21766.07
"2951",2017,"País Vasco","female","10th_percentile",7765
"2952",2016,"País Vasco","female","10th_percentile",7336.21
"2953",2015,"País Vasco","female","10th_percentile",7603
"2954",2014,"País Vasco","female","10th_percentile",7211.7
"2955",2013,"País Vasco","female","10th_percentile",7888.84
"2956",2012,"País Vasco","female","10th_percentile",7552.78
"2957",2011,"País Vasco","female","10th_percentile",7679.88
"2958",2010,"País Vasco","female","10th_percentile",8475.77
"2959",2009,"País Vasco","female","10th_percentile",8635.48
"2960",2008,"País Vasco","female","10th_percentile",8362.43
"2961",2017,"País Vasco","female","lower_quartile",13515.58
"2962",2016,"País Vasco","female","lower_quartile",12796.19
"2963",2015,"País Vasco","female","lower_quartile",12844.93
"2964",2014,"País Vasco","female","lower_quartile",12577.12
"2965",2013,"País Vasco","female","lower_quartile",12729.73
"2966",2012,"País Vasco","female","lower_quartile",12514.09
"2967",2011,"País Vasco","female","lower_quartile",13165.26
"2968",2010,"País Vasco","female","lower_quartile",13001.53
"2969",2009,"País Vasco","female","lower_quartile",12940.86
"2970",2008,"País Vasco","female","lower_quartile",12998.43
"2971",2017,"País Vasco","female","median",21242.12
"2972",2016,"País Vasco","female","median",20464.68
"2973",2015,"País Vasco","female","median",20504
"2974",2014,"País Vasco","female","median",21358.92
"2975",2013,"País Vasco","female","median",19576.9
"2976",2012,"País Vasco","female","median",19640
"2977",2011,"País Vasco","female","median",19707.94
"2978",2010,"País Vasco","female","median",19447.42
"2979",2009,"País Vasco","female","median",19422.02
"2980",2008,"País Vasco","female","median",18774.61
"2981",2017,"País Vasco","female","upper_quartile",32268.87
"2982",2016,"País Vasco","female","upper_quartile",31615.8
"2983",2015,"País Vasco","female","upper_quartile",31624.25
"2984",2014,"País Vasco","female","upper_quartile",32371.18
"2985",2013,"País Vasco","female","upper_quartile",29749.52
"2986",2012,"País Vasco","female","upper_quartile",29591
"2987",2011,"País Vasco","female","upper_quartile",30201.9
"2988",2010,"País Vasco","female","upper_quartile",30016.19
"2989",2009,"País Vasco","female","upper_quartile",30479.78
"2990",2008,"País Vasco","female","upper_quartile",28657.13
"2991",2017,"País Vasco","female","90th_percentile",43024
"2992",2016,"País Vasco","female","90th_percentile",42445.44
"2993",2015,"País Vasco","female","90th_percentile",42032.18
"2994",2014,"País Vasco","female","90th_percentile",42783.8
"2995",2013,"País Vasco","female","90th_percentile",41108.4
"2996",2012,"País Vasco","female","90th_percentile",39720.05
"2997",2011,"País Vasco","female","90th_percentile",38781.38
"2998",2010,"País Vasco","female","90th_percentile",41079.78
"2999",2009,"País Vasco","female","90th_percentile",39870.65
"3000",2008,"País Vasco","female","90th_percentile",37045.65
"3001",2017,"País Vasco","male","mean",31618.97
"3002",2016,"País Vasco","male","mean",31001.21
"3003",2015,"País Vasco","male","mean",31088.99
"3004",2014,"País Vasco","male","mean",31271
"3005",2013,"País Vasco","male","mean",30312.55
"3006",2012,"País Vasco","male","mean",30084.89
"3007",2011,"País Vasco","male","mean",29492.66
"3008",2010,"País Vasco","male","mean",29708.66
"3009",2009,"País Vasco","male","mean",28889.92
"3010",2008,"País Vasco","male","mean",28264
"3011",2017,"País Vasco","male","10th_percentile",14000
"3012",2016,"País Vasco","male","10th_percentile",12622.4
"3013",2015,"País Vasco","male","10th_percentile",14159.88
"3014",2014,"País Vasco","male","10th_percentile",12489.4
"3015",2013,"País Vasco","male","10th_percentile",11750.52
"3016",2012,"País Vasco","male","10th_percentile",12800.77
"3017",2011,"País Vasco","male","10th_percentile",13774.56
"3018",2010,"País Vasco","male","10th_percentile",13965.41
"3019",2009,"País Vasco","male","10th_percentile",14192.58
"3020",2008,"País Vasco","male","10th_percentile",13320
"3021",2017,"País Vasco","male","lower_quartile",20814
"3022",2016,"País Vasco","male","lower_quartile",19951.2
"3023",2015,"País Vasco","male","lower_quartile",20459.28
"3024",2014,"País Vasco","male","lower_quartile",20349.13
"3025",2013,"País Vasco","male","lower_quartile",19256.31
"3026",2012,"País Vasco","male","lower_quartile",19876.94
"3027",2011,"País Vasco","male","lower_quartile",19679.7
"3028",2010,"País Vasco","male","lower_quartile",19553.56
"3029",2009,"País Vasco","male","lower_quartile",19324.52
"3030",2008,"País Vasco","male","lower_quartile",19086.06
"3031",2017,"País Vasco","male","median",29027.07
"3032",2016,"País Vasco","male","median",28419.15
"3033",2015,"País Vasco","male","median",28529
"3034",2014,"País Vasco","male","median",28799.94
"3035",2013,"País Vasco","male","median",27412.35
"3036",2012,"País Vasco","male","median",27896.6
"3037",2011,"País Vasco","male","median",27488.7
"3038",2010,"País Vasco","male","median",27126.19
"3039",2009,"País Vasco","male","median",26269.99
"3040",2008,"País Vasco","male","median",25863.81
"3041",2017,"País Vasco","male","upper_quartile",40001.09
"3042",2016,"País Vasco","male","upper_quartile",39302.64
"3043",2015,"País Vasco","male","upper_quartile",39140.08
"3044",2014,"País Vasco","male","upper_quartile",39559.91
"3045",2013,"País Vasco","male","upper_quartile",38470
"3046",2012,"País Vasco","male","upper_quartile",37457.45
"3047",2011,"País Vasco","male","upper_quartile",37241.01
"3048",2010,"País Vasco","male","upper_quartile",36870.47
"3049",2009,"País Vasco","male","upper_quartile",36052.56
"3050",2008,"País Vasco","male","upper_quartile",35508
"3051",2017,"País Vasco","male","90th_percentile",50433.48
"3052",2016,"País Vasco","male","90th_percentile",50071.23
"3053",2015,"País Vasco","male","90th_percentile",49287.21
"3054",2014,"País Vasco","male","90th_percentile",51058.09
"3055",2013,"País Vasco","male","90th_percentile",50404.82
"3056",2012,"País Vasco","male","90th_percentile",48245.99
"3057",2011,"País Vasco","male","90th_percentile",46361.97
"3058",2010,"País Vasco","male","90th_percentile",48413.67
"3059",2009,"País Vasco","male","90th_percentile",45531.43
"3060",2008,"País Vasco","male","90th_percentile",45024
"3061",2017,"Rioja, La","both","mean",22234.21
"3062",2016,"Rioja, La","both","mean",21999.02
"3063",2015,"Rioja, La","both","mean",21756.79
"3064",2014,"Rioja, La","both","mean",21954.1
"3065",2013,"Rioja, La","both","mean",20628.81
"3066",2012,"Rioja, La","both","mean",20346.24
"3067",2011,"Rioja, La","both","mean",20996.76
"3068",2010,"Rioja, La","both","mean",21035.86
"3069",2009,"Rioja, La","both","mean",21179.93
"3070",2008,"Rioja, La","both","mean",20674.16
"3071",2017,"Rioja, La","both","10th_percentile",8389.56
"3072",2016,"Rioja, La","both","10th_percentile",8116.12
"3073",2015,"Rioja, La","both","10th_percentile",7519.28
"3074",2014,"Rioja, La","both","10th_percentile",7937.79
"3075",2013,"Rioja, La","both","10th_percentile",7139.23
"3076",2012,"Rioja, La","both","10th_percentile",7539.29
"3077",2011,"Rioja, La","both","10th_percentile",8163.78
"3078",2010,"Rioja, La","both","10th_percentile",8196.91
"3079",2009,"Rioja, La","both","10th_percentile",8803.96
"3080",2008,"Rioja, La","both","10th_percentile",8604.54
"3081",2017,"Rioja, La","both","lower_quartile",13717.73
"3082",2016,"Rioja, La","both","lower_quartile",13830.08
"3083",2015,"Rioja, La","both","lower_quartile",13817.14
"3084",2014,"Rioja, La","both","lower_quartile",14027.8
"3085",2013,"Rioja, La","both","lower_quartile",12762.86
"3086",2012,"Rioja, La","both","lower_quartile",12728.06
"3087",2011,"Rioja, La","both","lower_quartile",13390.08
"3088",2010,"Rioja, La","both","lower_quartile",13360.5
"3089",2009,"Rioja, La","both","lower_quartile",14194.56
"3090",2008,"Rioja, La","both","lower_quartile",13771.38
"3091",2017,"Rioja, La","both","median",19539.48
"3092",2016,"Rioja, La","both","median",19507.74
"3093",2015,"Rioja, La","both","median",19136.19
"3094",2014,"Rioja, La","both","median",19049.29
"3095",2013,"Rioja, La","both","median",17764.74
"3096",2012,"Rioja, La","both","median",17897.06
"3097",2011,"Rioja, La","both","median",18615.48
"3098",2010,"Rioja, La","both","median",18632.33
"3099",2009,"Rioja, La","both","median",18562.9
"3100",2008,"Rioja, La","both","median",17826.9
"3101",2017,"Rioja, La","both","upper_quartile",27128.63
"3102",2016,"Rioja, La","both","upper_quartile",26549.41
"3103",2015,"Rioja, La","both","upper_quartile",26421.87
"3104",2014,"Rioja, La","both","upper_quartile",27086.27
"3105",2013,"Rioja, La","both","upper_quartile",24738.01
"3106",2012,"Rioja, La","both","upper_quartile",24831.2
"3107",2011,"Rioja, La","both","upper_quartile",25597.73
"3108",2010,"Rioja, La","both","upper_quartile",25442.22
"3109",2009,"Rioja, La","both","upper_quartile",25283.07
"3110",2008,"Rioja, La","both","upper_quartile",24455.89
"3111",2017,"Rioja, La","both","90th_percentile",38887.91
"3112",2016,"Rioja, La","both","90th_percentile",38403.19
"3113",2015,"Rioja, La","both","90th_percentile",37930.89
"3114",2014,"Rioja, La","both","90th_percentile",38226.87
"3115",2013,"Rioja, La","both","90th_percentile",35744.94
"3116",2012,"Rioja, La","both","90th_percentile",35007.44
"3117",2011,"Rioja, La","both","90th_percentile",35940.42
"3118",2010,"Rioja, La","both","90th_percentile",36600.81
"3119",2009,"Rioja, La","both","90th_percentile",36361.38
"3120",2008,"Rioja, La","both","90th_percentile",35549.19
"3121",2017,"Rioja, La","female","mean",19353.55
"3122",2016,"Rioja, La","female","mean",19047.2
"3123",2015,"Rioja, La","female","mean",18762.15
"3124",2014,"Rioja, La","female","mean",18959.85
"3125",2013,"Rioja, La","female","mean",17435.56
"3126",2012,"Rioja, La","female","mean",17486.66
"3127",2011,"Rioja, La","female","mean",18328.41
"3128",2010,"Rioja, La","female","mean",18131.05
"3129",2009,"Rioja, La","female","mean",18702.22
"3130",2008,"Rioja, La","female","mean",18364.2
"3131",2017,"Rioja, La","female","10th_percentile",6985.17
"3132",2016,"Rioja, La","female","10th_percentile",6528.3
"3133",2015,"Rioja, La","female","10th_percentile",6018.78
"3134",2014,"Rioja, La","female","10th_percentile",6238.44
"3135",2013,"Rioja, La","female","10th_percentile",6924.7
"3136",2012,"Rioja, La","female","10th_percentile",6807.08
"3137",2011,"Rioja, La","female","10th_percentile",6781.84
"3138",2010,"Rioja, La","female","10th_percentile",6914.22
"3139",2009,"Rioja, La","female","10th_percentile",6761.42
"3140",2008,"Rioja, La","female","10th_percentile",6561.38
"3141",2017,"Rioja, La","female","lower_quartile",11089.16
"3142",2016,"Rioja, La","female","lower_quartile",11026.54
"3143",2015,"Rioja, La","female","lower_quartile",10796.71
"3144",2014,"Rioja, La","female","lower_quartile",11314.27
"3145",2013,"Rioja, La","female","lower_quartile",10751.62
"3146",2012,"Rioja, La","female","lower_quartile",10313.51
"3147",2011,"Rioja, La","female","lower_quartile",10973.09
"3148",2010,"Rioja, La","female","lower_quartile",10950
"3149",2009,"Rioja, La","female","lower_quartile",11762.2
"3150",2008,"Rioja, La","female","lower_quartile",10949.31
"3151",2017,"Rioja, La","female","median",16395.19
"3152",2016,"Rioja, La","female","median",16648.52
"3153",2015,"Rioja, La","female","median",16342.7
"3154",2014,"Rioja, La","female","median",16134.6
"3155",2013,"Rioja, La","female","median",15319.33
"3156",2012,"Rioja, La","female","median",15069.41
"3157",2011,"Rioja, La","female","median",15288.72
"3158",2010,"Rioja, La","female","median",15653.58
"3159",2009,"Rioja, La","female","median",16011.14
"3160",2008,"Rioja, La","female","median",15450.58
"3161",2017,"Rioja, La","female","upper_quartile",24633.54
"3162",2016,"Rioja, La","female","upper_quartile",23813.08
"3163",2015,"Rioja, La","female","upper_quartile",23686.39
"3164",2014,"Rioja, La","female","upper_quartile",24053.44
"3165",2013,"Rioja, La","female","upper_quartile",21258.98
"3166",2012,"Rioja, La","female","upper_quartile",22068.6
"3167",2011,"Rioja, La","female","upper_quartile",23266.58
"3168",2010,"Rioja, La","female","upper_quartile",22202.6
"3169",2009,"Rioja, La","female","upper_quartile",22536.54
"3170",2008,"Rioja, La","female","upper_quartile",21894.92
"3171",2017,"Rioja, La","female","90th_percentile",35086.95
"3172",2016,"Rioja, La","female","90th_percentile",34044.34
"3173",2015,"Rioja, La","female","90th_percentile",34279.46
"3174",2014,"Rioja, La","female","90th_percentile",34817.38
"3175",2013,"Rioja, La","female","90th_percentile",30932.2
